,Unnamed: 0,Unnamed: 0.1,Participant,Day,Mood,Valence,Arousal,Activity,Screen,Calls,SMS,Entertainment,Finance,Communication,Games,Office,Social,Travel,Utilities,Weather,Target,Mood (t-1),Mood (t-2),Mood (t-3),Mood (t-4),Mood (t-5),Mood (t-6),Mood (t-10),Mood (t-28),Valence (t-1),Valence (t-2),Valence (t-3),Arousal (t-1),Arousal (t-2),Arousal (t-3),Activity (t-1),Activity (t-2),Activity (t-3),Screen (t-1),Screen (t-2),Screen (t-3)
744,1068,1068,16.0,7.0,7.0,0.75,0.25,0.057000000000000016,1263.7210004329688,0.0,0.0,44.37200000000001,0.0,115.054,624.721,0.0,250.67600000000004,0.0,0.0,0.0,6.25,6.8,6.0,6.8,7.6,7.5,7.0,0.0,0.0,0.4,-0.5,0.4,0.4,-0.75,-0.2,0.025762156714537646,0.0789351851851852,0.03333333333333333,748.3169999122623,2657.941000223161,2392.9479994773897
745,1069,1069,16.0,8.0,6.25,0.0,0.5,0.023809523809523808,460.5519998073581,0.0,0.0,0.0,0.0,133.34900000000002,0.0,0.0,0.0,0.0,0.0,0.0,7.4,7.0,6.8,6.0,6.8,7.6,7.5,0.0,0.0,0.75,0.4,-0.5,0.25,0.4,-0.75,0.057000000000000016,0.025762156714537646,0.0789351851851852,1263.7210004329688,748.3169999122623,2657.941000223161
746,1070,1070,16.0,9.0,7.4,1.0,1.0,0.13813915857605175,760.8439998626708,4.0,0.0,0.0,0.0,21.130000000000006,494.903,0.0,0.0,0.0,0.0,0.0,7.5,6.25,7.0,6.8,6.0,6.8,7.6,0.0,0.0,0.0,0.75,0.4,0.5,0.25,0.4,0.023809523809523808,0.057000000000000016,0.025762156714537646,460.5519998073581,1263.7210004329688,748.3169999122623
747,1071,1071,16.0,10.0,7.5,1.0,1.0,0.3802083333333333,834.6750004291538,0.0,2.0,0.0,0.0,444.131,0.0,0.0,327.4620000000001,0.0,0.0,0.0,7.0,7.4,6.25,7.0,6.8,6.0,6.8,7.0,0.0,1.0,0.0,0.75,1.0,0.5,0.25,0.13813915857605175,0.023809523809523808,0.057000000000000016,760.8439998626708,460.5519998073581,1263.7210004329688
748,1072,1072,16.0,11.0,7.0,0.8,0.8,0.0125,20.71399974822997,1.0,3.0,0.0,0.0,20.709,0.0,0.0,0.0,0.0,0.0,0.0,6.25,7.5,7.4,6.25,7.0,6.8,6.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.3802083333333333,0.13813915857605175,0.023809523809523808,834.6750004291538,760.8439998626708,460.5519998073581
749,1073,1073,16.0,12.0,6.25,0.0,0.0,0.0,29.631999969482397,0.0,4.0,0.0,0.0,0.0,953.245,0.0,0.0,0.0,0.0,0.0,6.5,7.0,7.5,7.4,6.25,7.0,6.8,7.5,0.0,0.8,1.0,1.0,0.8,1.0,1.0,0.0125,0.3802083333333333,0.13813915857605175,20.71399974822997,834.6750004291538,760.8439998626708
750,1074,1074,16.0,13.0,6.5,0.25,0.0,0.06712962962962966,2276.728000640871,0.0,0.0,148.78199999999995,0.0,715.668,0.0,0.0,789.297,93.434,0.0,0.0,6.666666666666668,6.25,7.0,7.5,7.4,6.25,7.0,7.6,0.0,0.0,0.8,1.0,0.0,0.8,1.0,0.0,0.0125,0.3802083333333333,29.631999969482397,20.71399974822997,834.6750004291538
751,1075,1075,16.0,14.0,6.666666666666668,0.3333333333333333,0.3333333333333333,0.05502297410192149,54.65299987792971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.5,6.25,7.0,7.5,7.4,6.25,6.8,0.0,0.25,0.0,0.8,0.0,0.0,0.8,0.06712962962962966,0.0,0.0125,2276.728000640871,29.631999969482397,20.71399974822997
752,1076,1076,16.0,15.0,7.0,0.5,0.75,0.01574074074074075,2065.846998929977,0.0,0.0,0.0,75.399,761.82,546.803,0.0,364.033,0.0,0.0,0.0,7.0,6.666666666666668,6.5,6.25,7.0,7.5,7.4,6.0,0.0,0.3333333333333333,0.25,0.0,0.3333333333333333,0.0,0.0,0.05502297410192149,0.06712962962962966,0.0,54.65299987792971,2276.728000640871,29.631999969482397
753,1077,1077,16.0,16.0,7.0,0.8,0.4,0.09056023599628253,807.5760002136229,2.0,0.0,27.475000000000005,0.0,94.52100000000002,422.587,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.666666666666668,6.5,6.25,7.0,7.5,6.8,0.0,0.5,0.3333333333333333,0.25,0.75,0.3333333333333333,0.0,0.01574074074074075,0.05502297410192149,0.06712962962962966,2065.846998929977,54.65299987792971,2276.728000640871
754,1078,1078,16.0,17.0,7.0,0.8,0.6,0.060227140822464775,3924.269999504089,3.0,1.0,14.083,0.0,852.7769999999997,418.192,0.0,437.39,0.0,0.0,0.0,6.8,7.0,7.0,6.666666666666668,6.5,6.25,7.0,7.0,0.0,0.8,0.5,0.3333333333333333,0.4,0.75,0.3333333333333333,0.09056023599628253,0.01574074074074075,0.05502297410192149,807.5760002136229,2065.846998929977,54.65299987792971
755,1079,1079,16.0,18.0,6.8,1.0,0.6,0.029011707988980725,290.2020001411438,0.0,1.0,77.365,0.0,882.9119999999997,530.69,0.0,574.76,0.0,0.0,0.0,7.25,7.0,7.0,7.0,6.666666666666668,6.5,6.25,6.25,0.0,0.8,0.8,0.5,0.6,0.4,0.75,0.060227140822464775,0.09056023599628253,0.01574074074074075,3924.269999504089,807.5760002136229,2065.846998929977
756,1080,1080,16.0,19.0,7.25,0.75,0.5,0.0033670033670033677,601.9649999141694,0.0,2.0,0.0,0.0,0.0,531.717,0.0,4.024,0.0,0.0,0.0,7.75,6.8,7.0,7.0,7.0,6.666666666666668,6.5,7.4,0.0,1.0,0.8,0.8,0.6,0.6,0.4,0.029011707988980725,0.060227140822464775,0.09056023599628253,290.2020001411438,3924.269999504089,807.5760002136229
757,1081,1081,16.0,20.0,7.75,1.0,0.25,0.069361289395536,1532.6959998607635,0.0,4.0,248.851,0.0,263.23,0.0,0.0,1007.613,0.0,0.0,0.0,7.0,7.25,6.8,7.0,7.0,7.0,6.666666666666668,7.5,0.0,0.75,1.0,0.8,0.5,0.6,0.6,0.0033670033670033677,0.029011707988980725,0.060227140822464775,601.9649999141694,290.2020001411438,3924.269999504089
758,1082,1082,16.0,21.0,7.0,0.5,0.5,0.021836419753086426,1213.406999826432,0.0,1.0,123.988,0.0,661.8989999999999,0.0,0.0,330.5130000000001,0.0,0.0,0.0,7.5,7.75,7.25,6.8,7.0,7.0,7.0,7.0,0.0,1.0,0.75,1.0,0.25,0.5,0.6,0.069361289395536,0.0033670033670033677,0.029011707988980725,1532.6959998607635,601.9649999141694,290.2020001411438
759,1083,1083,16.0,22.0,7.5,0.75,0.5,0.05509259259259256,169.1849999427795,2.0,0.0,0.0,0.0,72.345,0.0,0.0,0.0,0.0,0.0,0.0,6.8,7.0,7.75,7.25,6.8,7.0,7.0,6.25,0.0,0.5,1.0,0.75,0.5,0.25,0.5,0.021836419753086426,0.069361289395536,0.0033670033670033677,1213.406999826432,1532.6959998607635,601.9649999141694
760,1084,1084,16.0,23.0,6.8,0.6,0.0,0.04598055910316446,3952.105000019075,6.0,1.0,0.0,49.692,2408.115,404.37600000000015,0.0,105.212,0.0,0.0,0.0,6.8,7.5,7.0,7.75,7.25,6.8,7.0,6.5,0.0,0.75,0.5,1.0,0.5,0.5,0.25,0.05509259259259256,0.021836419753086426,0.069361289395536,169.1849999427795,1213.406999826432,1532.6959998607635
761,1085,1085,16.0,24.0,6.8,0.6,0.0,0.0,5.01699995994568,0.0,0.0,0.0,0.0,0.0,569.675,0.0,0.0,0.0,0.0,0.0,6.8,6.8,7.5,7.0,7.75,7.25,6.8,6.666666666666668,0.0,0.6,0.75,0.5,0.0,0.5,0.5,0.04598055910316446,0.05509259259259256,0.021836419753086426,3952.105000019075,169.1849999427795,1213.406999826432
762,1086,1086,16.0,25.0,6.8,0.2,0.0,0.005,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,6.8,6.8,7.5,7.0,7.75,7.25,7.0,0.0,0.6,0.6,0.75,0.0,0.0,0.5,0.0,0.04598055910316446,0.05509259259259256,5.01699995994568,3952.105000019075,169.1849999427795
763,1087,1087,16.0,26.0,6.8,0.6,0.0,0.10694444444444448,699.731999874115,0.0,0.0,24.137,0.0,421.382,0.0,0.0,135.541,0.0,0.0,0.0,7.2,6.8,6.8,6.8,7.5,7.0,7.75,7.0,0.0,0.2,0.6,0.6,0.0,0.0,0.0,0.005,0.0,0.04598055910316446,0.0,5.01699995994568,3952.105000019075
764,1088,1088,16.0,27.0,7.2,0.6,0.4,0.0046296296296296354,11.298000097274778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,6.8,6.8,6.8,6.8,7.5,7.0,7.0,0.0,0.6,0.2,0.6,0.0,0.0,0.0,0.10694444444444448,0.005,0.0,699.731999874115,0.0,5.01699995994568
765,1089,1089,16.0,28.0,6.4,0.4,-0.4,0.014580010632642209,1704.4969999790194,0.0,1.0,65.554,0.0,476.179,496.895,0.0,319.817,0.0,0.0,0.0,6.75,7.2,6.8,6.8,6.8,6.8,7.5,6.8,7.0,0.6,0.6,0.2,0.4,0.0,0.0,0.0046296296296296354,0.10694444444444448,0.005,11.298000097274778,699.731999874115,0.0
766,1090,1090,16.0,29.0,6.75,0.5,0.0,0.006430041152263367,93.54699969291686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.633,0.0,0.0,0.0,7.5,6.4,7.2,6.8,6.8,6.8,6.8,7.25,7.0,0.4,0.6,0.6,-0.4,0.4,0.0,0.014580010632642209,0.0046296296296296354,0.10694444444444448,1704.4969999790194,11.298000097274778,699.731999874115
767,1091,1091,16.0,30.0,7.5,1.0,0.0,0.0362707535121329,2848.953001022339,0.0,0.0,0.0,0.0,2344.307,196.45,0.0,35.379,0.0,0.0,0.0,7.6,6.75,6.4,7.2,6.8,6.8,6.8,7.75,7.5,0.5,0.4,0.6,0.0,-0.4,0.4,0.006430041152263367,0.014580010632642209,0.0046296296296296354,93.54699969291686,1704.4969999790194,11.298000097274778
768,1092,1092,16.0,31.0,7.6,0.6,-0.4,0.17375000000000002,758.62700009346,1.0,0.0,0.0,0.0,282.616,0.0,0.0,13.353000000000002,0.0,0.0,0.0,7.4,7.5,6.75,6.4,7.2,6.8,6.8,7.0,7.6,1.0,0.5,0.4,0.0,0.0,-0.4,0.0362707535121329,0.006430041152263367,0.014580010632642209,2848.953001022339,93.54699969291686,1704.4969999790194
769,1093,1093,16.0,32.0,7.4,0.8,0.2,0.06042250233426703,719.6380009651184,0.0,1.0,14.783,0.0,341.427,0.0,0.0,1074.2610000000002,0.0,0.0,0.0,6.4,7.6,7.5,6.75,6.4,7.2,6.8,7.5,6.8,0.6,1.0,0.5,-0.4,0.0,0.0,0.17375000000000002,0.0362707535121329,0.006430041152263367,758.62700009346,2848.953001022339,93.54699969291686
770,1094,1094,16.0,33.0,6.4,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.4,7.6,7.5,6.75,6.4,7.2,6.8,6.0,0.8,0.6,1.0,0.2,-0.4,0.0,0.06042250233426703,0.17375000000000002,0.0362707535121329,719.6380009651184,758.62700009346,2848.953001022339
771,1095,1095,16.0,34.0,7.0,0.3333333333333333,-0.3333333333333333,0.05416666666666672,317.95699954032904,0.0,1.0,12.065,0.0,202.358,0.0,0.0,83.15,0.0,0.0,0.0,7.0,6.4,7.4,7.6,7.5,6.75,6.4,6.8,6.8,0.0,0.8,0.6,0.0,0.2,-0.4,,0.06042250233426703,0.17375000000000002,0.0,719.6380009651184,758.62700009346
772,1096,1096,16.0,35.0,7.0,0.4,-0.2,0.036901960784313716,1478.5470013618472,1.0,0.0,16.070999999999998,0.0,484.745,0.0,0.0,82.875,0.0,0.0,0.0,7.0,7.0,6.4,7.4,7.6,7.5,6.75,6.8,7.0,0.3333333333333333,0.0,0.8,-0.3333333333333333,0.0,0.2,0.05416666666666672,,0.06042250233426703,317.95699954032904,0.0,719.6380009651184
773,1097,1097,16.0,36.0,7.0,0.25,0.5,0.04379330553481038,707.317000389099,2.0,0.0,21.807,0.0,488.702,0.0,0.0,60.26300000000001,0.0,0.0,0.0,7.0,7.0,7.0,6.4,7.4,7.6,7.5,6.8,6.25,0.4,0.3333333333333333,0.0,-0.2,-0.3333333333333333,0.0,0.036901960784313716,0.05416666666666672,,1478.5470013618472,317.95699954032904,0.0
774,1098,1098,16.0,37.0,7.0,0.75,0.5,0.046111111111111096,1290.6129994392384,0.0,1.0,122.576,0.0,594.009,0.0,0.0,460.11300000000006,0.0,0.0,0.0,6.8,7.0,7.0,7.0,6.4,7.4,7.6,7.2,7.4,0.25,0.4,0.3333333333333333,0.5,-0.2,-0.3333333333333333,0.04379330553481038,0.036901960784313716,0.05416666666666672,707.317000389099,1478.5470013618472,317.95699954032904
775,1099,1099,16.0,38.0,6.8,0.0,0.0,0.017892857142857144,1501.0290005207064,0.0,0.0,0.0,0.0,337.639,0.0,0.0,932.73,0.0,0.0,0.0,6.8,7.0,7.0,7.0,7.0,6.4,7.4,6.4,7.5,0.75,0.25,0.4,0.5,0.5,-0.2,0.046111111111111096,0.04379330553481038,0.036901960784313716,1290.6129994392384,707.317000389099,1478.5470013618472
776,1100,1100,16.0,39.0,6.8,0.2,0.0,0.05668667466986795,2972.655999183655,0.0,0.0,200.39500000000004,0.0,1130.8650000000005,561.0070000000002,0.0,399.017,0.0,0.0,0.0,7.25,6.8,7.0,7.0,7.0,7.0,6.4,6.75,7.0,0.0,0.75,0.25,0.0,0.5,0.5,0.017892857142857144,0.046111111111111096,0.04379330553481038,1501.0290005207064,1290.6129994392384,707.317000389099
777,1101,1101,16.0,40.0,7.25,0.75,0.25,0.0034722222222222337,419.5039999485018,0.0,0.0,18.071,0.0,105.47700000000003,0.0,0.0,131.852,0.0,0.0,0.0,7.0,6.8,6.8,7.0,7.0,7.0,7.0,7.5,6.25,0.2,0.0,0.75,0.0,0.0,0.5,0.05668667466986795,0.017892857142857144,0.046111111111111096,2972.655999183655,1501.0290005207064,1290.6129994392384
778,1102,1102,16.0,41.0,7.0,0.6,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.25,6.8,6.8,7.0,7.0,7.0,7.6,6.5,0.75,0.2,0.0,0.25,0.0,0.0,0.0034722222222222337,0.05668667466986795,0.017892857142857144,419.5039999485018,2972.655999183655,1501.0290005207064
779,1103,1103,16.0,42.0,7.0,0.4,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.0,7.25,6.8,6.8,7.0,7.0,7.4,6.666666666666668,0.6,0.75,0.2,0.2,0.25,0.0,,0.0034722222222222337,0.05668667466986795,0.0,419.5039999485018,2972.655999183655
780,1104,1104,16.0,43.0,7.2,0.2,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,7.0,7.0,7.25,6.8,6.8,7.0,6.4,7.0,0.4,0.6,0.75,0.2,0.2,0.25,,,0.0034722222222222337,0.0,0.0,419.5039999485018
781,1105,1105,16.0,44.0,6.75,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333332,7.2,7.0,7.0,7.25,6.8,6.8,7.0,7.0,0.2,0.4,0.6,0.2,0.2,0.2,,,,0.0,0.0,0.0
782,1106,1106,16.0,45.0,7.333333333333332,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.75,7.2,7.0,7.0,7.25,6.8,7.0,7.0,0.5,0.2,0.4,0.0,0.2,0.2,,,,0.0,0.0,0.0
783,1107,1107,16.0,46.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333332,6.75,7.2,7.0,7.0,7.25,7.0,6.8,0.6666666666666666,0.5,0.2,0.0,0.0,0.2,,,,0.0,0.0,0.0
784,1127,1127,17.0,0.0,7.0,1.0,0.0,0.3713608957795003,6747.2420020103455,0.0,1.0,723.923,0.0,1871.42,0.0,0.0,662.43,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,1128,1128,17.0,1.0,7.0,1.0,-0.4,0.21799615246001347,36204.10500144956,1.0,0.0,1164.8909999999996,0.0,8325.708999999999,0.0,0.0,26909.387,0.0,21.201999999999998,0.0,5.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3713608957795003,0.0,0.0,6747.2420020103455,0.0,0.0
786,1129,1129,17.0,2.0,5.8,-0.2,-0.2,0.3554132307808778,11243.027001142505,0.0,0.0,1131.028,0.0,3689.192,0.0,0.0,1270.9610000000002,39.085,3.016,0.0,6.2,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.4,0.0,0.0,0.21799615246001347,0.3713608957795003,0.0,36204.10500144956,6747.2420020103455,0.0
787,1130,1130,17.0,3.0,6.2,0.6,-0.4,0.2749540512858405,21481.4189991951,0.0,0.0,13265.386,0.0,5755.286999999998,0.0,0.0,0.0,180.392,0.0,0.0,7.0,5.8,7.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.2,1.0,1.0,-0.2,-0.4,0.0,0.3554132307808778,0.21799615246001347,0.3713608957795003,11243.027001142505,36204.10500144956,6747.2420020103455
788,1131,1131,17.0,4.0,7.0,1.25,-0.25,0.40504885492795534,11393.93699741364,1.0,1.0,2465.463,0.0,6966.642000000003,179.90200000000004,0.0,145.66899999999995,22.086,0.0,0.0,7.0,6.2,5.8,7.0,7.0,0.0,0.0,0.0,0.0,0.6,-0.2,1.0,-0.4,-0.2,-0.4,0.2749540512858405,0.3554132307808778,0.21799615246001347,21481.4189991951,11243.027001142505,36204.10500144956
789,1132,1132,17.0,5.0,7.0,1.25,0.75,0.3562184343434343,9123.214999675754,0.0,0.0,4003.163,0.0,3732.496,1684.8090000000002,0.0,15.102,42.16,0.0,0.0,7.0,7.0,6.2,5.8,7.0,7.0,0.0,0.0,0.0,1.25,0.6,-0.2,-0.25,-0.4,-0.2,0.40504885492795534,0.2749540512858405,0.3554132307808778,11393.93699741364,21481.4189991951,11243.027001142505
790,1133,1133,17.0,6.0,7.0,1.2,0.6,0.40541208791208794,5532.185998201371,0.0,0.0,1032.578,0.0,4366.891000000001,162.835,0.0,0.0,6.021,0.0,0.0,7.25,7.0,7.0,6.2,5.8,7.0,7.0,0.0,0.0,1.25,1.25,0.6,0.75,-0.25,-0.4,0.3562184343434343,0.40504885492795534,0.2749540512858405,9123.214999675754,11393.93699741364,21481.4189991951
791,1134,1134,17.0,7.0,7.25,1.5,0.25,0.3971758776890901,10590.769999980928,0.0,0.0,692.373,0.0,4979.6010000000015,3467.0180000000005,0.0,97.176,56.117,0.0,0.0,7.0,7.0,7.0,7.0,6.2,5.8,7.0,0.0,0.0,1.2,1.25,1.25,0.6,0.75,-0.25,0.40541208791208794,0.3562184343434343,0.40504885492795534,5532.185998201371,9123.214999675754,11393.93699741364
792,1135,1135,17.0,8.0,7.0,1.2,0.0,0.4181943516042781,7674.735999107361,1.0,0.0,2285.7850000000008,0.0,2910.9080000000013,663.558,0.0,522.7040000000002,0.0,48.304,0.0,7.5,7.25,7.0,7.0,7.0,6.2,5.8,0.0,0.0,1.5,1.2,1.25,0.25,0.6,0.75,0.3971758776890901,0.40541208791208794,0.3562184343434343,10590.769999980928,5532.185998201371,9123.214999675754
793,1136,1136,17.0,9.0,7.5,1.5,-0.25,0.383014657192235,15913.595998764033,1.0,0.0,3680.2470000000003,0.0,8950.417,675.346,0.0,277.922,34.179,0.0,0.0,7.5,7.0,7.25,7.0,7.0,7.0,6.2,0.0,0.0,1.2,1.5,1.2,0.0,0.25,0.6,0.4181943516042781,0.3971758776890901,0.40541208791208794,7674.735999107361,10590.769999980928,5532.185998201371
794,1137,1137,17.0,10.0,7.5,2.0,0.0,0.5112974987974989,9203.440999031065,0.0,0.0,716.3050000000003,0.0,6127.288000000001,126.497,141.805,201.21000000000004,359.536,35.176,0.0,7.0,7.5,7.0,7.25,7.0,7.0,7.0,7.0,0.0,1.5,1.2,1.5,-0.25,0.0,0.25,0.383014657192235,0.4181943516042781,0.3971758776890901,15913.595998764033,7674.735999107361,10590.769999980928
795,1138,1138,17.0,11.0,7.0,1.0,0.5,0.4693480702055397,11304.200000286104,3.0,1.0,3291.494,0.0,4949.538000000001,244.258,0.0,34.518,1204.962,22.09,0.0,7.0,7.5,7.5,7.0,7.25,7.0,7.0,7.0,0.0,2.0,1.5,1.2,0.0,-0.25,0.0,0.5112974987974989,0.383014657192235,0.4181943516042781,9203.440999031065,15913.595998764033,7674.735999107361
796,1139,1139,17.0,12.0,7.0,1.0,0.5,0.3605606998977928,14539.905001163484,1.0,0.0,5385.856000000002,0.0,6108.804,633.2760000000002,0.0,50.619,153.237,4.011,0.0,7.0,7.0,7.5,7.5,7.0,7.25,7.0,5.8,0.0,1.0,2.0,1.5,0.5,0.0,-0.25,0.4693480702055397,0.5112974987974989,0.383014657192235,11304.200000286104,9203.440999031065,15913.595998764033
797,1140,1140,17.0,13.0,7.0,1.0,1.0,0.5438427062553628,11953.04599952698,1.0,1.0,1668.727,0.0,8742.767,101.021,0.0,28.116,55.262,0.0,0.0,6.5,7.0,7.0,7.5,7.5,7.0,7.25,6.2,0.0,1.0,1.0,2.0,0.5,0.5,0.0,0.3605606998977928,0.4693480702055397,0.5112974987974989,14539.905001163484,11304.200000286104,9203.440999031065
798,1141,1141,17.0,14.0,6.5,1.0,0.75,0.3916318101453476,6510.458999395371,1.0,0.0,298.165,0.0,5175.98,422.999,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.5,7.5,7.0,7.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5438427062553628,0.3605606998977928,0.4693480702055397,11953.04599952698,14539.905001163484,11304.200000286104
799,1142,1142,17.0,15.0,7.0,0.6,0.0,0.3032808556039441,13406.313003063204,5.0,0.0,4011.523000000001,0.0,8068.376999999998,37.626999999999995,0.0,199.814,71.76900000000002,0.0,0.0,5.75,6.5,7.0,7.0,7.0,7.5,7.5,7.0,0.0,1.0,1.0,1.0,0.75,1.0,0.5,0.3916318101453476,0.5438427062553628,0.3605606998977928,6510.458999395371,11953.04599952698,14539.905001163484
800,1143,1143,17.0,16.0,5.75,0.25,-0.25,0.3823082263477411,10270.581999778746,2.0,1.0,2797.851,0.0,5334.362000000001,0.0,0.0,258.091,667.904,0.0,0.0,6.6,7.0,6.5,7.0,7.0,7.0,7.5,7.0,0.0,0.6,1.0,1.0,0.0,0.75,1.0,0.3032808556039441,0.3916318101453476,0.5438427062553628,13406.313003063204,6510.458999395371,11953.04599952698
801,1144,1144,17.0,17.0,6.6,0.6,0.2,0.2301178804855275,14280.335999727246,0.0,0.0,752.6189999999998,0.0,4676.165,79.64099999999998,0.0,770.5669999999999,127.947,29.157,0.0,7.2,5.75,7.0,6.5,7.0,7.0,7.0,7.25,0.0,0.25,0.6,1.0,-0.25,0.0,0.75,0.3823082263477411,0.3032808556039441,0.3916318101453476,10270.581999778746,13406.313003063204,6510.458999395371
802,1145,1145,17.0,18.0,7.2,1.2,-0.4,0.3817342913496761,9193.630001068117,0.0,0.0,1175.57,0.0,7386.367999999998,115.422,0.0,89.01299999999998,0.0,0.0,0.0,7.0,6.6,5.75,7.0,6.5,7.0,7.0,7.0,0.0,0.6,0.25,0.6,0.2,-0.25,0.0,0.2301178804855275,0.3823082263477411,0.3032808556039441,14280.335999727246,10270.581999778746,13406.313003063204
803,1146,1146,17.0,19.0,7.0,0.8,0.0,0.28412621329988913,22168.902000427242,0.0,1.0,555.1619999999998,0.0,5707.486,12996.495,0.0,668.6260000000002,0.0,2.006,0.0,7.0,7.2,6.6,5.75,7.0,6.5,7.0,7.5,0.0,1.2,0.6,0.25,-0.4,0.2,-0.25,0.3817342913496761,0.2301178804855275,0.3823082263477411,9193.630001068117,14280.335999727246,10270.581999778746
804,1147,1147,17.0,20.0,7.0,1.0,0.4,0.34538736402324105,11599.447999715809,4.0,0.0,0.0,0.0,9208.996,724.5960000000003,0.0,24.366999999999997,817.5950000000001,0.0,0.0,7.75,7.0,7.2,6.6,5.75,7.0,6.5,7.5,0.0,0.8,1.2,0.6,0.0,-0.4,0.2,0.28412621329988913,0.3817342913496761,0.2301178804855275,22168.902000427242,9193.630001068117,14280.335999727246
805,1148,1148,17.0,21.0,7.75,1.0,-0.25,0.3283472785449071,6615.891999483104,0.0,0.0,1705.2680000000007,0.0,3272.365,602.51,0.0,142.86499999999995,136.50000000000003,0.0,0.0,7.2,7.0,7.0,7.2,6.6,5.75,7.0,7.0,0.0,1.0,0.8,1.2,0.4,0.0,-0.4,0.34538736402324105,0.28412621329988913,0.3817342913496761,11599.447999715809,22168.902000427242,9193.630001068117
806,1149,1149,17.0,22.0,7.2,1.0,0.6,0.3625992063492064,7623.857996940613,1.0,0.0,2732.627,0.0,4048.432000000001,18.832,0.0,10.827,0.0,0.0,0.0,0.0,7.75,7.0,7.0,7.2,6.6,5.75,7.0,0.0,1.0,1.0,0.8,-0.25,0.4,0.0,0.3283472785449071,0.34538736402324105,0.28412621329988913,6615.891999483104,11599.447999715809,22168.902000427242
807,1150,1150,17.0,24.0,7.25,1.0,0.0,0.3192870679730576,9824.825997829435,1.0,0.0,43.21100000000001,0.0,4146.798,901.718,1082.168,11.039,156.19000000000003,0.0,0.0,7.4,0.0,7.2,7.75,7.0,7.0,7.2,6.5,0.0,0.0,1.0,1.0,0.0,0.6,-0.25,0.0,0.3625992063492064,0.3283472785449071,0.0,7623.857996940613,6615.891999483104
808,1151,1151,17.0,25.0,7.4,1.0,0.0,0.3784666077105747,10167.08800029755,2.0,0.0,0.0,0.0,3774.469,239.114,4233.241,527.6940000000002,312.5300000000001,0.0,0.0,7.4,7.25,0.0,7.2,7.75,7.0,7.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,0.3192870679730576,0.0,0.3625992063492064,9824.825997829435,0.0,7623.857996940613
809,1152,1152,17.0,26.0,7.4,1.4,1.0,0.479780409353968,12462.838999986649,0.0,0.0,238.248,0.0,7747.834,356.74000000000007,2132.851,84.255,62.372,0.0,0.0,7.6,7.4,7.25,0.0,7.2,7.75,7.0,5.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3784666077105747,0.3192870679730576,0.0,10167.08800029755,9824.825997829435,0.0
810,1153,1153,17.0,27.0,7.6,1.0,0.4,0.38146043771043775,7498.495001316071,2.0,0.0,294.245,0.0,4506.261,0.0,1189.424,164.892,6.017,166.96,0.0,7.75,7.4,7.4,7.25,0.0,7.2,7.75,6.6,0.0,1.4,1.0,1.0,1.0,0.0,0.0,0.479780409353968,0.3784666077105747,0.3192870679730576,12462.838999986649,10167.08800029755,9824.825997829435
811,1154,1154,17.0,28.0,7.75,1.0,0.0,0.34415584415584416,2376.009999752045,0.0,0.0,5.035,0.0,1734.427,133.636,0.0,0.0,0.0,16.059,0.0,7.75,7.6,7.4,7.4,7.25,0.0,7.2,7.2,7.0,1.0,1.4,1.0,0.4,1.0,0.0,0.38146043771043775,0.479780409353968,0.3784666077105747,7498.495001316071,12462.838999986649,10167.08800029755
